Key,File,Type,UsedInMainMenu,NoTranslate,russian
perkSlowMetabolismRank4Desc,,,,,"Уменьшает потерю еды и воды на [decea3]20%[-]. Задерживайте дыхание на [decea3]156[-] секунд. Вероятность дизентерии снижена на [decea3]4%[-], а эффекты расходных материалов длятся на [decea3]40%[-] дольше"
perkSlowMetabolismRank5Desc,,,,,"Уменьшает потерю еды и воды на [decea3]25%[-]. Задерживайте дыхание на [decea3]180[-] секунд. Вероятность дизентерии снижена на [decea3]5%[-], а эффекты расходных материалов длятся на [decea3]50%[-] дольше"
perkRunAndGun1,,,,,"Повышает точность стрельбы от бедра на [decea3]10%[-] и уменьшен штраф передвижения на [decea3]30%[-] при перезарядке."
perkRunAndGun2,,,,,"Повышает точность стрельбы от бедра на [decea3]17%[-] и уменьшен штраф передвижения на [decea3]60%[-] при перезарядке."
perkRunAndGun3,,,,,"Повышает точность стрельбы от бедра на [decea3]25%[-], нет штрафа при перезарядке."
perkFlurryOfBlows1,,,,,"Дубинки, кастеты, ножи, мечи и электродубинки атакуют на [decea3]10%[-] быстрее. Со всем оружием ближнего боя каждое убийство добавляет [decea3]5[-] выносливости."
perkFlurryOfBlows2,,,,,"Дубинки, кастеты, ножи, мечи и электродубинки атакуют на [decea3]17%[-] быстрее. Со всем оружием ближнего боя каждое убийство добавляет [decea3]10[-] выносливости"
perkFlurryOfBlows3,,,,,"Дубинки, кастеты, ножи, мечи и электродубинки атакуют на [decea3]25%[-] быстрее. Со всем оружием ближнего боя каждое убийство добавляет [decea3]20[-] выносливости."
perkLightArmorRank1Desc,,,,,"Уменьшает штраф передвижения лёгкой брони на [decea3]15%[-] и штраф выносливости на [decea3]10%[-]. Повышение прочности на [decea3]50%[-]"
perkLightArmorRank2Desc,,,,,"Уменьшает штраф передвижения лёгкой брони на [decea3]30%[-] и штраф выносливости на [decea3]20%[-]. Повышение прочности на [decea3]100%[-]"
perkLightArmorRank3Desc,,,,,"Уменьшает штраф передвижения лёгкой брони на [decea3]50%[-] и штраф выносливости на [decea3]35%[-]. Повышение прочности на [decea3]150%[-]"
perkLightArmorRank4Desc,,,,,"Уменьшает штраф передвижения лёгкой брони на [decea3]75%[-] и штраф выносливости на [decea3]50%[-]. Повышение прочности на [decea3]200%[-]"
perkParkourRank1Desc,,,,,"Снижение затрат выносливости при прыжках на [decea3]10%[-], увеличение безопасного расстояния падения на [decea3]1[-] метр"
perkParkourRank2Desc,,,,,"Снижение затрат выносливости при прыжках на [decea3]20%[-], увеличение безопасного расстояния падения на [decea3]2[-] метра, возможность прыжка на [decea3]1[-] метр выше"
perkParkourRank3Desc,,,,,"Уменьшите затраты выносливости при прыжках на [decea3]30%[-], увеличьте безопасное расстояние падения на [decea3]4[-] метров и никогда не получите перелом ноги при падении."
perkParkourRank4Desc,,,,,"Снижает затраты выносливости при прыжках на [decea3]40%[-], увеличивает безопасное расстояние падения на [decea3]5[-] метров, может прыгать на [decea3]2[-] метра выше и никогда не получить растяжение или сломанную ногу, когда падение"
perkCharismaticNatureRank1Desc,,,,,"Ближайшие союзники получают [decea3]20[-] к здоровью и выносливости."
perkCharismaticNatureRank2Desc,,,,,"Урон по блокам и в ближнем бою у ближайших союзников увеличивается на [decea3]20%[-]."
perkCharismaticNatureRank3Desc,,,,,"Ближайшие союзники получают на [decea3]10%[-] меньше урона от любых источников, [decea3]50%[-] урона от кровотечения и останавливают кровотечение на [decea3]50%[-] быстрее."
perkCharismaticNatureRank4Desc,,,,,"Союзники настолько очарованы вами, что получают [decea3]+1[-] ко всем атрибутам, находясь рядом с вами."
perkAdvancedEngineeringRank1Desc,,,,,"Кузнечный крафт на [decea3]20%[-] быстрее. Создание клея требует меньше ресурсов"
perkAdvancedEngineeringRank2Desc,,,,,"Верстаки и бетономешалки, а также крафт на [decea3]20%[-] быстрее"
perkAdvancedEngineeringRank3Desc,,,,,"Получите [decea3]20%[-] опыта за убийства с помощью электрических ловушек. Все рецепты кузницы стоят на [decea3]10%[-] меньше, изготовление кованой стали и электрических устройств стоит на [decea3]15%[-] меньше"
perkAdvancedEngineeringRank4Desc,,,,,"Получите [decea3]35%[-] опыта за убийства электрическими ловушками. Все рецепты кузницы стоят на [decea3]15%[-] меньше, изготовление кованой стали и электрических устройств стоит на [decea3]25%[-] меньше"
perkAdvancedEngineeringRank5Desc,,,,,"Получите [decea3]50%[-] EXP от убийств электрической ловушкой. Все рецепты кузницы стоят на [decea3]20%[-] меньше, изготовление кованой стали и электрических устройств стоит на [decea3]35%[-] меньше"
perkWasteTreasuresClothDesc,,,,,"Для изготовления ткани требуется на [decea3]25%[-] меньше хлопка."
perkWasteTreasuresClothLongDesc,,,,,"Для изготовления ткани требуется на [decea3]25%[-] меньше хлопка."
perkUrbanCombatCigarDesc,,,,,"Ваши сигары на [decea3]5%[-] больше влияют на переговоры по сделке."
perkUrbanCombatCigarLongDesc,,,,,"Ваши сигары на [decea3]5%[-] больше влияют на заключение сделки."
ulmPerkEfficientPackerName,,,,,"Тщательный упаковщик"
ulmPerkEfficientPackerDesc,,,,,"Тщательные навыки упаковки позволяют эффективно и упорядоченно использовать очень ограниченное пространство рюкзака, позволяя переносить больше при том же доступном пространстве."
ulmPerkEfficientPacker1,,,,,"Упакуйте вещи в рюкзак более эффективно, что позволит вам носить в рюкзаке на [decea3]20[-] единиц больше"
ulmPerkEfficientPacker2,,,,,"Упакуйте вещи в рюкзак более эффективно, что позволит вам носить в рюкзаке на [decea3]40[-] единиц больше"
ulmPerkEfficientPacker3,,,,,"Упакуйте вещи в рюкзак более эффективно, что позволит вам носить в рюкзаке на [decea3]60[-] единиц больше"
ulmPerkEfficientPacker4,,,,,"Упакуйте вещи в рюкзак более эффективно, что позволит вам носить в рюкзаке на [decea3]80[-] единиц больше"
ulmPerkEfficientPacker5,,,,,"Упакуйте вещи в рюкзак более эффективно, что позволит вам нести в рюкзаке на [decea3]100[-] единиц больше"
ulmPerkDroneSpecialistName,,,,,"Специалист по дронам"
ulmPerkDroneSpecialistDesc,,,,,"Узнайте, как точно настроить и откалибровать сервоприводы дрона, чтобы он мог нести больший вес груза."
ulmPerkDroneSpecialist1,,,,,"Лимит грузоподъемности дрона увеличен на [decea3]25%[-]"
ulmPerkDroneSpecialist2,,,,,"Лимит грузоподъемности дрона увеличен на [decea3]50%[-]"
ulmPerkDroneSpecialist3,,,,,"Лимит грузоподъемности дрона увеличен на [decea3]100%[-]"
ulmPerkDroneSpecialist4,,,,,"Лимит грузоподъемности дрона увеличен на [decea3]150%[-]"
ulmPerkDroneSpecialist5,,,,,"Лимит грузоподъемности дрона увеличен на [decea3]200%[-]"
ulmPerkGiftOfLifeName,,,,,"Подарок жизни"
ulmPerkGiftOfLifeDesc,,,,,"Сочетание генетики и здоровых привычек позволяет достичь лучшего физического здоровья и, как следствие, увеличить максимальный уровень здоровья."
ulmPerkGiftOfLife1,,,,,"Мгновенно получаете [decea3]+5[-] к вашему максимальному здоровью"
ulmPerkGiftOfLife2,,,,,"Мгновенно получаете [decea3]+10[-] к вашему максимальному здоровью"
ulmPerkGiftOfLife3,,,,,"Мгновенно получаете [decea3]+15[-] к вашему максимальному здоровью"
ulmPerkGiftOfLife4,,,,,"Мгновенно получаете [decea3]+20[-] к вашему максимальному здоровью"
ulmPerkGiftOfLife5,,,,,"Мгновенно получаете [decea3]+25[-] к вашему максимальному здоровью"
perkBarBrawling1BasicMovesDesc,,,,,"Наносите на [decea3]10%[-] больше урона кулаками, кожей, железом и остроконечным суставом."
perkBarBrawling2DropABombDesc,,,,,"Спринтерские силовые атаки имеют высокий шанс сбить вашего противника с ног."
perkBarBrawling3KillerInstinctDesc,,,,,"Получите [decea3]5%[-] урона за каждое убийство, вплоть до [decea3]15%[-]. После [decea3]10[-] секунд без убийства он понижается на один уровень"
perkBarBrawling4FinishingMovesDesc,,,,,"Нанести [decea3]20%[-] дополнительного урона сбитым с ног и оглушенным противникам."
perkBarBrawling5AdrenalineHealingDesc,,,,,"В бою здоровье восстанавливается на [decea3]1[-] хитов с каждым ударом."
perkBarBrawling6RageModeDesc,,,,,"После получения урона атаки драки становятся на [decea3]20%[-] быстрее и увеличивают скорость передвижения на [decea3]10%[-]"
perkBarBrawling7BoozedUpDesc,,,,,"Пиво больше не омрачает зрение, а кайф длится вдвое дольше."
perkBarBrawling8CompleteDesc,,,,," [decea3]7-й[-] невооруженный удар, нанесенный за короткое время, наносит [decea3]300%[-] урона"
ulmSkillUtilityName,,,,,"Служба"
autoTurret,,,,,"Автотурель с ПП"
autoTurretDesc,,,,,"Самонаводящийся пулевыплёвывающий шланг. Нет, правда, эта штука просто пожирает пачками 10-мм боеприпасы."
cntBathTubEmpty,,,,,"Ванна"
cntBathTubEmptyDesc,,,,,"Ёмкость для воды, в которой может принимать ванну человек или животное."
cntCollapsedWorkbench,,,,,"Разрушенный верстак"
cntCollapsedWorkbenchDesc,,,,,"Разрушенный верстак, который можно добыть, нельзя использовать для изготовления вещей, но внутри можно хранить некоторые ценные вещи."
counterSinkCommercial,,,,,"Коммерческая раковина"
forge,,,,,"Плавильная печь"
generatorbank,,,,,"Генератор"
modularRopeTiled,,,,,"Верёвочная лестница"
modularRopeTiledDesc,,,,,"[decea3]Можно использовать для подъёма и спуска.[-] Не очень прочна по сравнению с лестницей."
palletBrownBoxesBase,,,,,"Сложенные коробки"
palletBrownBoxesTile,,,,,"Штабелированный поддон коробки"
palletBrownBoxesTile,,,,,"Сложенные коробки"
palletBrownBoxesTop,,,,,"Коробки"
palletBrownBoxesLoose,,,,,"Сложенные коробки"
solarbank,,,,,"Солнечная батарея"
tire,,,,,"Колесная шина"
tireDesc,,,,,"Резиновая шина, которой можно украсить свой гараж."
tnt,,,,,"Пакет динамита"
tntDesc,,,,,"Пакет с динамитом можно сделать путем соединения нескольких динамитных палочек."
wallHungSink,,,,,"Настенная раковина"
wineBarrel,,,,,"Пивная бочка"
wineBarrelDesc,,,,,"Используется для хранения пива"
wineBarrelPlayer,,,,,"Пивная бочка"
wineBarrelPlayerDesc,,,,,"Используется для хранения пива"
wineBarrelPlayerSecure,,,,,"Пивная бочка"
wineBarrelPlayerSecureDesc,,,,,"Используется для хранения пива"
wineBarrelPlain,,,,,"Пивная бочка, обычная"
wineBarrelPlainDesc,,,,,"Используется для хранения пива"
wineBarrelPlainPlayer,,,,,"Пивная бочка, обычная"
wineBarrelPlainPlayerDesc,,,,,"Используется для хранения пива"
wineBarrelPlainPlayerSecure,,,,,"Пивная бочка, обычная"
wineBarrelPlainPlayerSecureDesc,,,,,"Используется для хранения пива"
wineBarrelSet,,,,,"Пивные бочки"
wineBarrelSetDesc,,,,,"Используется для хранения пива"
wineBarrelSetPlayer,,,,,"Пивные бочки"
wineBarrelSetPlayerDesc,,,,,"Используется для хранения пива"
wineBarrelSetPlayerSecure,,,,,"Пивные бочки"
wineBarrelSetPlayerSecureDesc,,,,,"Используется для хранения пива"
workbench,,,,,"Верстак"
workbenchDesc,,,,,"Верстак позволяет создавать более сложные предметы и блоки, чем просто руками в рюкзаке."
cntBarrelPlasticSingle00,,,,,"Бочка с водой"
cntBarrelPlasticSingle00Desc,,,,,"Ёмкость для хранения воды."
cntBarrelPlasticSingle45,,,,,"Бочка с водой"
cntBarrelPlasticSingle45Desc,,,,,"Ёмкость для хранения воды."
cntBarrelPlasticQuadA,,,,,"Поддон для бочек с водой"
cntBarrelPlasticQuadADesc,,,,,"Ёмкости для хранения воды."
cntBarrelPlasticQuadB,,,,,"Бочки с водой"
cntBarrelPlasticQuadBDesc,,,,,"Ёмкости для хранения воды."
cntBeerCooler,,,,,"Холодильная камера для напитков"
cntBeerCoolerDesc,,,,,"Мебель"
cntCar03SedanDamage0v01,,,,,"Синий седан"
cntCar03SedanDamage0v02,,,,,"Желтый седан"
cntCar03SedanDamage0v03,,,,,"Смешанный седан"
cntCar03SedanDamage0v04,,,,,"Белый седан"
cntCar03SedanDamage0v05,,,,,"Красный седан"
cntCar03SedanDamage0v06,,,,,"Зеленый седан"
cntCar03SedanDamage0v07,,,,,"Черный седан"
cntCar03SedanDamage0v08,,,,,"Полицейский седант"
cntGasPumpEmpty,,,,,"[FF1919] Поврежден[-] Газовый насос"
cntGasPumpEmptyDesc,,,,," "
cntGasPumpFull,,,,,"Газовый насос"
cntGasPumpFullDesc,,,,," "
cntStoreElectronicsBookShelfSpeaker,,,,,"Полочный динамик"
cntWaterCoolerBottle,,,,,"Бутылка минеральной воды"
cntWaterCoolerBottleDesc,,,,,"Ёмкости для хранения чистой минеральной воды."
cntWaterCoolerFull,,,,,"Подставка для минеральной воды"
cntWaterCoolerFullDesc,,,,,"Ёмкости для хранения чистой минеральной воды."
plantedAloe1,,,,,"Алоэ Вера (Семя)"
plantedAloe1Schematic,,,,,"Алоэ Вера (Семя)"
plantedBlueberry1,,,,,"Черника (Семя)"
plantedBlueberry1Schematic,,,,,"Черника (Семя)"
plantedChrysanthemum1,,,,,"Хризантема (Семя)"
plantedChrysanthemum1Schematic,,,,,"Хризантема (Семя)"
plantedCoffee1,,,,,"Кофе (Семя)"
plantedCoffee1Schematic,,,,,"Кофе (Семя)"
plantedCorn1,,,,,"Кукуруза (Семя)"
plantedCorn1Schematic,,,,,"Кукуруза (Семя)"
plantedCotton1,,,,,"Хлопок (Семя)"
plantedCotton1Schematic,,,,,"Хлопок (Семя)"
plantedGoldenrod1,,,,,"Золотарник (Семя)"
plantedGoldenrod1Schematic,,,,,"Золотарник (Семя)"
plantedGraceCorn1,,,,,"Супер кукуруза (Семя)"
plantedGraceCorn1Schematic,,,,,"Супер кукуруза (Семя)"
plantedHop1,,,,,"Хмель (Семя)"
plantedHop1Schematic,,,,,"Хмель (Семя)"
plantedMushroom1,,,,,"Споры гриба (Семя)"
plantedMushroom1Desc,,,,,"Посадите эти споры грибов на [decea3]участке фермы[-], чтобы они росли для сбора урожая. В отличие от большинства культур, грибам для роста не требуется солнечный свет."
plantedMushroom1Schematic,,,,,"Споры гриба (Семя)"
plantedPotato1,,,,,"Картофель (Семя)"
plantedPotato1Schematic,,,,,"Картофель (Семя)"
plantedPumpkin1,,,,,"Тыква (Семя)"
plantedPumpkin1Schematic,,,,,"Тыква (Семя)"
plantedtreeGrassSeed1,,,,,"Трава (Семя)"
plantedtreeGrassSeed1Schematic,,,,,"Трава (Семя)"
plantedYucca1,,,,,"Юкка (Семя)"
plantedYucca1Schematic,,,,,"Юкка (Семя)"
sectionalPlaidChair,,,,,"Старое кресло"
lootHelperDesc,,,,,"Случайно создаёт либо [decea3]пустой/открытый[-], либо [decea3]обыскиваемый[-] контейнер, как определено в blockplaceholders.xml"
cntCabinetBottomRandomLootHelper,,,,,"[= Шкаф = Генератор]"
cntStoveRandomLootHelper,,,,,"[= Плита = Генератор]"
cntGasGrillRandomLootHelper,,,,,"[= Газовый гриль = Генератор]"
cntCharcoalGrillRandomLootHelper,,,,,"[= Гриль на древесном угле = Генератор]"
cntMicrowaveRandomLootHelper,,,,,"[= Микроволновая печь = Генератор]"
cntRetroFridgeRandomLootHelper,,,,,"[= Ретро-холодильник = Генератор]"
cntFridgeStainlessSteelRandomLootHelper,,,,,"[= Стальной холодильник = Генератор]"
cntCoolerRandomLootHelper,,,,,"[= Кулер = Генератор]"
cntWasherRandomLootHelper,,,,,"[= Стиральная машина = Генератор]"
cntDryerRandomLootHelper,,,,,"[= Сушилка = Генератор]"
cntWasherIndustrialRandomLootHelper,,,,,"[= Промышленная стиральная машина = Генератор]"
cntWasherIndustrialTippedRandomLootHelper,,,,,"[= Промышленная стиральная машина Tipped = Генератор]"
cntLaundryBasketRandomLootHelper,,,,,"[= Корзина для белья = Генератор]"
cntDomedTrashCanRandomLootHelper,,,,,"[= Мусорный бак с куполом = Генератор]"
cntBruteStyleTrashCanRandomLootHelper,,,,,"[= Мусорный бак = Генератор]"
cntTiltTruckRandomLootHelper,,,,,"[= Наклонный грузовик = Генератор]"
cntGasPumpRandomLootHelper,,,,,"[= Газовый насос = Генератор]"
cntNightstandRandomLootHelper,,,,,"[= Тумбочка = Генератор]"
cntModularClosetRandomLootHelper,,,,,"[= Сумка для одежды = Генератор]"
cntMedicineCabinetFaucetRandomLootHelper,,,,,"[= Медицинский шкаф, смеситель = Генератор]"
cntMedicineCabinetClosedRandomLootHelper,,,,,"[= Шкаф для медикаментов = Генератор]"
cntPillCaseRandomLootHelper,,,,,"[= Шкаф для медикаментов = Генератор]"
cntWallSafeRandomLootHelper,,,,,"[= Настенный сейф = Генератор]"
cntWallSafeNonPaintingRandomLootHelper,,,,,"[= Настенный сейф, без живописи = Генератор]"
cntDeskSafeRandomLootHelper,,,,,"[= Настольный сейф = Генератор]"
cntPaintingPictureSafeRandomLootHelper,,,,,"[= Живопись, Настенный сейф = Генератор]"
cntWoodDesk01RandomLootHelper,,,,,"[= Деревянный стол = Генератор]"
cntMetalDesk02RandomLootHelper,,,,,"[= Металлический стол = Генератор]"
wallClockRandomLootHelper,,,,,"[= Настенные часы = Генератор]"
cntFileCabinetShortRandomLootHelper,,,,,"[= File Cabinet, Short = Генератор]"
cntFileCabinetTallRandomLootHelper,,,,,"[= File Cabinet, Tall = Генератор]"
cntBathTubsRandomLootHelper,,,,,"[= Bathtubs = Генератор]"
cntCashRegisterRandomLootHelper,,,,,"[= Cash Registers = Генератор]"
cntShoppingCartRandomLootHelper,,,,,"[= Shopping Cart = Генератор]"
cntShoppingBasketRandomLootHelper,,,,,"[= Shopping Basket = Генератор]"
cntToolBoxRandomLootHelper,,,,,"[= Toolbox = Генератор]"
cntToolBoxOffsetRandomLootHelper,,,,,"[= Toolbox Offset = Генератор]"
cntRollingToolBoxRandomLootHelper,,,,,"[= Rolling Toolbox = Генератор]"
cntUtilityCartRandomLootHelper,,,,,"[= Utility Cart = Генератор]"
cntStoreShelfSingleBottomFoodRandomLootHelper,,,,,"[= Store Shelf Single Bot, Food = Генератор]"
cntStoreShelfSingleTopFoodRandomLootHelper,,,,,"[= Store Shelf Single Top, Food = Генератор]"
cntStoreShelfDoubleBottomFoodRandomLootHelper,,,,,"[= Store Shelf Double Bot, Food = Генератор]"
cntStoreShelfDoubleTopFoodRandomLootHelper,,,,,"[= Store Shelf Double Top, Food = Генератор]"
cntStoreShelfSingleBottomHardwareRandomLootHelper,,,,,"[= Store Shelf Single Bot, Hardware = Генератор]"
cntStoreShelfSingleTopHardwareRandomLootHelper,,,,,"[= Store Shelf Single Top, Hardware = Генератор]"
cntStoreShelfDoubleBottomHardwareRandomLootHelper,,,,,"[= Store Shelf Double Bot, Hardware = Генератор]"
cntStoreShelfDoubleTopHardwareRandomLootHelper,,,,,"[= Store Shelf Double Top, Hardware = Генератор]"
cntStoreShelfSingleBottomPharmaRandomLootHelper,,,,,"[= Store Shelf Single Bot, Medical = Генератор]"
cntStoreShelfDoubleBottomPharmaRandomLootHelper,,,,,"[= Store Shelf Double Bot, Medical = Генератор]"
cntStoreProduceBasketCornerRandomLootHelper,,,,,"[= Produce Basket, Corner = Генератор]"
cntStoreProduceBasketRandomLootHelper,,,,,"[= Produce Basket = Генератор]"
cntDisplayCaseAmmoLeftRandomLootHelper,,,,,"[= Ammo Display Case, Left = Генератор]"
cntDisplayCaseAmmoMiddleRandomLootHelper,,,,,"[= Ammo Display Case, Mid = Генератор]"
cntDisplayCaseAmmoRightRandomLootHelper,,,,,"[= Ammo Display Case, Right = Генератор]"
cntGunRackSmallRandomLootHelper,,,,,"[= Gun Rack, Small = Генератор]"
cntGunRackLargeRandomLootHelper,,,,,"[= Gun Rack, Large = Генератор]"
cntStoreShelfElectronicsSingleTallRandomLootHelper,,,,,"[= Store Shelf Single, Electronics = Генератор]"
cntStoreShelfElectronicsDoubleTallRandomLootHelper,,,,,"[= Store Shelf Double, Electronics = Генератор]"
cntClothesRackRoundRandomLootHelper,,,,,"[= Clothes Rack, Round = Генератор]"
cntClothesRackRectangleRandomLootHelper,,,,,"[= Clothes Rack, Rectangle = Генератор]"
cntClothesRackWallRandomLootHelper,,,,,"[= Clothes Rack, Wall = Генератор]"
cntClothesShelfHalfRandomLootHelper,,,,,"[= Clothes Shelf = Генератор]"
cntClothesShelfStackRandomLootHelper,,,,,"[= Clothes Shelf Stack = Генератор]"
cntStoreShelfDoubleBottomShoesRandomLootHelper,,,,,"[= Store Shelf Double Bot, Shoes = Генератор]"
cntStoreShelfDoubleTopShoesRandomLootHelper,,,,,"[= Store Shelf Double Top, Shoes = Генератор]"
cntStoreShelfSingleBottomShoesRandomLootHelper,,,,,"[= Store Shelf Single Bot, Shoes = Генератор]"
cntStoreShelfSingleTopShoesRandomLootHelper,,,,,"[= Store Shelf Single Top, Shoes = Генератор]"
cntShoesPileRandomLootHelper,,,,,"[= Shoes Pile = Генератор]"
cntBookcaseGoodRandomLootHelper,,,,,"[= Bookcase, Good = Генератор]"
cntBookcasePoorRandomLootHelper,,,,,"[= Bookcase, Poor = Генератор]"
cntBookShelfSingleBottomRandomLootHelper,,,,,"[= Book Shelf Single Bot = Генератор]"
cntBookShelfSingleTopRandomLootHelper,,,,,"[= Book Shelf Single Top = Генератор]"
cntBookShelfDoubleBottomRandomLootHelper,,,,,"[= Book Shelf Double Bot = Генератор]"
cntBookShelfDoubleTopRandomLootHelper,,,,,"[= Book Shelf Double Top = Генератор]"
cntBookShelfSingleCapBottomRandomLootHelper,,,,,"[= Book Shelf Cap Bot = Генератор]"
cntBookShelfSingleCapTopRandomLootHelper,,,,,"[= Book Shelf Cap Top = Генератор]"
cntBookPileRandomLootHelper,,,,,"[= Book Pile = Генератор]"
cntVendingMachine2RandomLootHelper,,,,,"[= Vending Machine = Генератор]"
cntLuggageMediumRandomLootHelper,,,,,"[= Luggage Medium = Генератор]"
cntLuggageBigRandomLootHelper,,,,,"[= Luggage Big = Генератор]"
cntLuggagePileARandomLootHelper,,,,,"[= Luggage Pile A = Генератор]"
cntLuggagePileBRandomLootHelper,,,,,"[= Luggage Pile B = Генератор]"
cntBagsRandomLootHelper,,,,,"[= Bag/Backpack = Генератор]"
cntArmyTruckRandomLootHelper,,,,,"[= Army Truck = Генератор]"
cntAmbulanceTruck01RandomLootHelper,,,,,"[= Ambulance/Air = Генератор]"
cntServiceTruckMoPowerRandomLootHelper,,,,,"[= Mo Power Truck/Air = Генератор]"
cntServiceTruckWorkingStiffToolsRandomLootHelper,,,,,"[= Working Stiffs Truck/Air = Генератор]"
cntWastelandRandomLootHelper,,,,,"[= Wasteland Loot = Генератор]"
cntDesertRandomLootHelper,,,,,"[= Desert Loot = Генератор]"
cntBurntForestRandomLootHelper,,,,,"[= Burnt Forest Loot = Генератор]"
cntForestRandomLootHelper,,,,,"[= Forest Loot = Генератор]"
cntHouseRandomLootHelper,,,,,"[= House Loot = Генератор]"
cntStreetRandomLootHelper,,,,,"[= Street Loot = Генератор]"
cntYardRandomLootHelper,,,,,"[= Yard Loot = Генератор]"
cntGarageRandomLootHelper,,,,,"[= Garage Loot = Генератор]"
cntConstructionSuppliesRandomLootHelper,,,,,"[= Construction Loot = Генератор]"
cntStoreCratesRandomLootHelper,,,,,"[= Store Crate = Генератор]"
cntToolsAndForgeRandomLootHelper,,,,,"[= Tools/Forge = Генератор]"
cntWorkstationsRandomLootHelper,,,,,"[= Workstation = Генератор]"
cntWorkstationsBustedRandomLootHelper,,,,,"[= Workstation, Busted = Генератор]"
cntForgeBustedRandomLootHelper,,,,,"[= Destroyed Forge = Генератор]"
cntWorkbenchBustedRandomLootHelper,,,,,"[= Destroyed Workbench = Генератор]"
cntCementMixerBustedRandomLootHelper,,,,,"[= Destroyed Cement Mixer = Генератор]"
cntChemistryStationBustedRandomLootHelper,,,,,"[= Destroyed Chemistry Station = Генератор]"
cntQuestRandomLootHelper,,,,,"[= Quest Loot = Генератор]"
cntQuestNoPHRandomLootHelper,,,,,"[= Quest Loot, No PH = Генератор]"
cntLockersShortRandomLootHelper,,,,,"[= Lockers Short = Генератор]"
cntLockersTallRandomLootHelper,,,,,"[= Lockers Tall = Генератор]"
cntLockersTallDoubleRandomLootHelper,,,,,"[= Lockers Tall Double = Генератор]"
cntLockersTallMixRandomLootHelper,,,,,"[= Lockers Mixed 1 = Генератор]"
cntLockersTallMixLinkRandomLootHelper,,,,,"[= Lockers Mixed 2 = Генератор]"
cntFreezerGroceriesMiddleRandomLootHelper,,,,,"[= Freezer Middle, Groceries = Генератор]"
cntFreezerGroceriesLeftRandomLootHelper,,,,,"[= Freezer Left, Groceries = Генератор]"
cntFreezerGroceriesRightRandomLootHelper,,,,,"[= Freezer Right, Groceries = Генератор]"
cntFreezerBeveragesMiddleRandomLootHelper,,,,,"[= Freezer Middle, Beverages = Генератор]"
cntFreezerBeveragesLeftRandomLootHelper,,,,,"[= Freezer Left, Beverages = Генератор]"
cntFreezerBeveragesRightRandomLootHelper,,,,,"[= Freezer Right, Beverages = Генератор]"
cntFreezerBeveragesStandaloneRandomLootHelper,,,,,"[= Freezer Standalone, Beverages = Генератор]"
cntCupboardCabinetRedTopLootHelper,,,,,"[= Cupboard Red = Генератор]"
cntCabinetOldBottomLootHelper,,,,,"[= Cabinet Old = Генератор]"
carsRandomHelper,,,,,"[= Cars = Генератор]"
carWrecksRandomHelper,,,,,"[= Car Wrecks = Генератор]"
cars3WideRandomHelper,,,,,"[= Cars 3 Wide = Генератор]"
cntCar03SedanDamage0RandomHelper,,,,,"[= Full Car/Air = Генератор]"
cntCar03SedanDamage1RandomHelper,,,,,"[= 2nd Stage Car/Air = Генератор]"
cntCar03SedanDamage2RandomHelper,,,,,"[= Wrecked Car/Air = Генератор]"
terrStoneHelper,,,,,"[Stone Terrain Helper]"
cntCashRegisterSecure,,,,,"Кассовый аппарат"
cntFileCabinetShortSecure,,,,,"Картотека"
cntFileCabinetTallSecure,,,,,"Картотека"
cntLockersShortSecure,,,,,"Шкафчики"
cntLockersTallSecure,,,,,"Шкафчики"
cntLockersTallDoubleSecure,,,,,"Шкафчики"
cntLockersTallMixSecure,,,,,"Шкафчики"
cntLockersTallMixLinkSecure,,,,,"Шкафчики"
cntToolBoxSecure,,,,,"Ящик для инструментов"
cntToolBoxOffsetSecure,,,,,"Ящик для инструментов"
cntRollingToolBoxSecure,,,,,"Ящик для инструментов"
cntWoodDesk01Secure,,,,,"Деревянный стол"
cntMetalDesk02Secure,,,,,"Железный стол"
ulmBlockConcreteBarrier1VariantHelper,,,,,"Бетонный барьер"
ulmBlockTrapGlassBusinessVariantHelper,,,,,"Стеклянный потолок (Ловушка)"
ulmBlockTrapGlassBusinessVariantHelperDesc,,,,,"Ловушка для ложного пола, которая распадается при наступлении."
ulmBlockTVVariantHelper,,,,,"Телевизор"
ulmBlockTVVariantHelperDesc,,,,,"Не работает, но заставит вас чувствовать себя как дома."
ulmBlockWoodVariantHelper,,,,,"Блок дерева"
ulmBlockWoodVariantHelperDesc,,,,,"Обеспечивает базовую защиту."
ulmBlockRWoodVariantHelper,,,,,"Усиленный деревянный блок"
ulmBlockRWoodVariantHelperDesc,,,,,"Обеспечивает лучшую защиту, чем обычные деревянные блоки."
ulmBlockMRWoodVariantHelper,,,,,"Армированный металлом деревянный блок"
ulmBlockMRWoodVariantHelperDesc,,,,,"Обеспечивает лучшую защиту, чем деревянные блоки, армированные неметаллом."
ulmBlockRScrapIronVariantHelper,,,,,"Блок металлолома"
ulmBlockRScrapIronVariantHelperDesc,,,,,"Обеспечивает среднюю защиту."
ulmBlockSteelVariantHelper,,,,,"Стальной блок"
ulmBlockSteelVariantHelperDesc,,,,,"Обеспечивает отличную защиту."
ulmBlockSSteelVariantHelper,,,,,"Блок из нержавеющей стали"
ulmBlockSSteelVariantHelperDesc,,,,,"Обеспечивает лучшую защиту, чем стальные блоки."
